6.970995901495377533e+06,4.417524167828656573e+03,6.134070009406399549e+03,-8.197008442424897012e+00,4.417522436346240283e+03,6.134067605110700242e+03,9.990376827071073551e-01,3.988653053547799865e-02,-1.039650337155709897e-02,1.498952384324179522e-02,7.958402720000000430e-02,-2.159589346666666854e-02,2.999999999999999889e-02
6.970983605986328796e+06,8.835043141210826434e+03,1.226813280592675983e+04,-1.639400724621057748e+01,4.417514644678039986e+03,6.134056785783761370e+03,9.961529228364214283e-01,7.949253422510875466e-02,-2.157106598950804185e-02,2.991622014382367550e-02,7.913622185031148060e-02,-2.318314886390969096e-02,2.999999999999999889e-02
6.970963113487311639e+06,1.325255172570613649e+04,1.840218117668352352e+04,-2.459098677272915268e+01,4.417501658574552494e+03,6.134038753586332859e+03,9.913522906360217046e-01,1.187383418341828589e-01,-3.349912360158305291e-02,4.471745106942808662e-02,7.865676306710318866e-02,-2.476113131073499896e-02,2.999999999999999889e-02
6.970934424022422172e+06,1.767004472688642272e+04,2.453620790881609355e+04,-3.278793738337540731e+01,4.417483478051048223e+03,6.134013508539617760e+03,9.846467183378757593e-01,1.575453887561522603e-01,-4.615330526006451717e-02,5.933095767878512894e-02,7.814584262749522947e-02,-2.632920963520503366e-02,2.999999999999999889e-02
6.970897537625396624e+06,2.208751695034185104e+04,3.067020578948932234e+04,-4.098484943957812732e+01,4.417460103128904848e+03,6.133981050673301070e+03,9.760514729353324537e-01,1.958363981188555591e-01,-5.950350171945685551e-02,7.369504805246934742e-02,7.760366489285075442e-02,-2.788675662689912502e-02,2.999999999999999889e-02
6.970852454339607619e+06,2.650496320168701277e+04,3.680416760590198101e+04,-4.918171330281143128e+01,4.417431533835608207e+03,6.133941380025548824e+03,9.655861181703431217e-01,2.335355603496256927e-01,-7.351694191027000058e-02,8.774878385000550729e-02,7.703044672703414364e-02,-2.943314928778928072e-02,2.999999999999999889e-02
6.970799174218067899e+06,3.092237828656704369e+04,4.293808614529525221e+04,-5.737851933460611065e+01,4.417397770204753215e+03,6.133894496643009006e+03,9.532744658288304640e-01,2.705687087479851094e-01,-8.815827728932143503e-02,1.014321647753307215e-01,7.642641740966830965e-02,-3.096776908143109713e-02,2.999999999999999889e-02
6.970737697323428467e+06,3.533975701066372858e+04,4.907195419496121031e+04,-6.557525789656095583e+01,4.417358812276040226e+03,6.133840400580810638e+03,9.391445164702993953e-01,3.068634906253294714e-01,-1.033896738452444591e-01,1.146863104383037679e-01,7.579181854442597344e-02,-3.249000218037009086e-02,2.999999999999999889e-02
6.970668023727977648e+06,3.975709417970160575e+04,5.520576454225128691e+04,-7.377191935035409642e+01,4.417314660095279578e+03,6.133779091902563778e+03,9.232283897451276644e-01,3.423495335828413144e-01,-1.191709115167581684e-01,1.274536391069793217e-01,7.512690396239138368e-02,-3.399923971166449177e-02,2.999999999999999889e-02
6.970590153513642959e+06,4.417438459945407521e+04,6.133950997458478378e+04,-8.196849405775432729e+01,4.417265313714388867e+03,6.133710570680359524e+03,9.055622444799157345e-01,3.769586065118295526e-01,-1.354594907607641063e-01,1.396780428537546803e-01,7.443193962053125390e-02,-3.549487800042629843e-02,2.999999999999999889e-02
6.970504086771990173e+06,4.859162307574950682e+04,6.747318327945731289e+04,-9.016497238063244879e+01,4.417210773191392036e+03,6.133634836994770012e+03,8.861861887377400215e-01,4.106247749147213799e-01,-1.522107459875412239e-01,1.513050586082283488e-01,7.370720349531555138e-02,-3.697631881128319448e-02,2.999999999999999889e-02
6.970409823604222387e+06,5.300880441447735939e+04,7.360677724444931664e+04,-9.836134468097259287e+01,4.417151038590423013e+03,6.133551890934848416e+03,8.651441800860771858e-01,4.432845501600075067e-01,-1.693779655612679125e-01,1.622820346406574354e-01,7.295298547153059032e-02,-3.844296958766471595e-02,2.999999999999999889e-02
6.970307364121181890e+06,5.742592342159427062e+04,7.974028465723451518e+04,-1.065576013208835633e+02,4.417086109981721165e+03,6.133461732598128947e+03,8.424839163304755907e-01,4.748770323005151450e-01,-1.869125180458589552e-01,1.725582920122332442e-01,7.216958722632900447e-02,-3.989424368881696464e-02,2.999999999999999889e-02
6.970196708443347365e+06,6.184297490313016897e+04,8.587369830558841932e+04,-1.147537326626101617e+02,4.417015987441634934e+03,6.133364362090625946e+03,8.182567169966834530e-01,5.053440461014169216e-01,-2.047639843587148456e-01,1.820852805419812259e-01,7.135732210856289559e-02,-4.132956062445110323e-02,2.999999999999999889e-02
6.970077856700835750e+06,6.625995366519439267e+04,9.200701097739677061e+04,-1.229497290685445421e+02,4.416940671052619109e+03,6.133259779526835700e+03,7.925173958678304320e-01,5.346302699423289839e-01,-2.228802954784895041e-01,1.908167288548938689e-01,7.051651501344848028e-02,-4.274834628693172794e-02,2.999999999999999889e-02
6.969950809033401310e+06,7.067685451398178702e+04,9.814021546066408337e+04,-1.311455809012375084e+02,4.416860160903236647e+03,6.133147985029732808e+03,7.653241249063424956e-01,5.626833572766651859e-01,-2.412078753374324314e-01,1.987087880918852190e-01,6.964750225261230610e-02,-4.415003318091226953e-02,2.999999999999999889e-02
6.969815565590436570e+06,7.509367225577880163e+04,1.042733045435220556e+05,-1.393412785234098692e+02,4.416774457088156851e+03,6.133028978730773815e+03,7.367382899124844675e-01,5.894540503510402596e-01,-2.596917885142970839e-01,2.057201688792702488e-01,6.875063141957113433e-02,-4.553406065032555156e-02,2.999999999999999889e-02
6.969672126530970447e+06,7.951040169696962403e+04,1.104062710142380965e+05,-1.475368122979637349e+02,4.416683559708156281e+03,6.132902760769895394e+03,7.068243382927171803e-01,6.148962859079087906e-01,-2.782758923302666165e-01,2.118122711736754316e-01,6.782626125069911305e-02,-4.689987510263875226e-02,2.999999999999999889e-02
6.969520492023669183e+06,8.392703764404226968e+04,1.165391076612237812e+05,-1.557321725879939436e+02,4.416587468870118755e+03,6.132769331295513439e+03,6.756496193313642484e-01,6.389672926157274890e-01,-2.969029929378685373e-01,2.169493066175302576e-01,6.687476148173807089e-02,-4.824693023028304301e-02,2.999999999999999889e-02
6.969360662246835418e+06,8.834357490359467920e+04,1.226718072730433487e+05,-1.639273497567992877e+02,4.416486184687035347e+03,6.132628690464523970e+03,6.432842173783609452e-01,6.616276799926849028e-01,-3.155150049814648416e-01,2.210984130605211651e-01,6.589651269990810800e-02,-4.957468722916930776e-02,2.999999999999999889e-02
